Date,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Cryptoname
2022-02-15,2928.87,3198.00,2911.85,3183.73,1856076.117,2022-02-16,5714091348.62078,2335370,954848.633,2939810949.00150,ETHUSDT
2022-02-16,3183.74,3186.79,3040.42,3121.80,1733462.418,2022-02-17,5408024225.21039,2169230,857155.629,2674143996.86848,ETHUSDT
2022-02-17,3121.80,3158.68,2850.00,2890.80,2632604.386,2022-02-18,7919238051.35232,3010625,1276241.316,3839803752.45899,ETHUSDT
2022-02-18,2890.75,2941.94,2750.00,2778.46,2162941.471,2022-02-19,6148632292.71915,2608990,1078421.674,3066047005.91269,ETHUSDT
2022-02-19,2778.46,2829.99,2691.00,2761.89,1546343.886,2022-02-20,4270584831.58429,1936132,765108.298,2113426445.53245,ETHUSDT
2022-02-20,2761.90,2762.89,2573.33,2620.72,2242471.273,2022-02-21,5933481403.70280,2530352,1107164.273,2929384820.63703,ETHUSDT
2022-02-21,2620.72,2758.00,2555.56,2566.88,3985389.094,2022-02-22,10607780731.93246,4153367,2005642.904,5338966041.22877,ETHUSDT
2022-02-22,2566.88,2670.00,2495.00,2635.57,3195802.792,2022-02-23,8250350069.89216,3451981,1619507.436,4182415961.74897,ETHUSDT
2022-02-23,2635.57,2752.38,2573.39,2578.02,2704599.315,2022-02-24,7224805564.13842,2817096,1336758.643,3571619613.41271,ETHUSDT
2022-02-24,2578.02,2777.33,2298.72,2595.47,6227786.305,2022-02-25,15271087886.32285,5736440,3139396.939,7698292990.01452,ETHUSDT
2022-02-25,2595.47,2835.00,2571.68,2766.36,2936418.882,2022-02-26,7859621309.73445,3391355,1495854.279,4005447438.97709,ETHUSDT
2022-02-26,2766.42,2882.00,2726.00,2778.15,1852287.146,2022-02-27,5167387400.86429,2447336,925077.103,2581865633.17048,ETHUSDT
2022-02-27,2778.15,2836.21,2553.68,2615.99,2948786.157,2022-02-28,7998715417.35802,3578220,1446388.727,3924840188.70364,ETHUSDT
2022-02-28,2615.99,2966.00,2565.00,2920.10,3405929.703,2022-03-01,9267533739.81621,3736110,1732007.615,4718805944.11781,ETHUSDT
2022-03-01,2920.05,3036.00,2852.20,2975.61,2903119.452,2022-03-02,8544403642.44822,3339956,1444478.697,4252815639.03993,ETHUSDT
2022-03-02,2975.61,3046.46,2912.96,2947.47,2628094.604,2022-03-03,7817489406.51165,3202125,1298130.046,3862517286.31753,ETHUSDT
2022-03-03,2947.48,2970.00,2781.77,2832.97,2068430.471,2022-03-04,5935025460.83803,2528238,1005589.849,2885815057.24670,ETHUSDT
2022-03-04,2832.98,2835.90,2570.65,2620.25,2431616.203,2022-03-05,6556161324.43909,3013013,1181918.387,3186218162.76912,ETHUSDT
2022-03-05,2620.25,2684.87,2588.00,2663.55,1085460.560,2022-03-06,2866022819.73462,1606329,542236.339,1431884209.93311,ETHUSDT
2022-03-06,2663.55,2674.61,2529.00,2549.37,1394552.348,2022-03-07,3653497883.30399,1799383,678469.048,1777884035.09776,ETHUSDT
2022-03-07,2549.36,2650.00,2431.62,2489.90,2690724.432,2022-03-08,6844133016.58346,2883213,1334090.842,3394448207.16211,ETHUSDT
2022-03-08,2489.84,2623.00,2478.35,2575.49,2643188.688,2022-03-09,6770376286.07039,2835027,1326739.569,3399232975.82482,ETHUSDT
2022-03-09,2575.50,2773.17,2566.41,2726.37,2075382.606,2022-03-10,5619678231.05178,2445604,1065564.117,2884105324.81258,ETHUSDT
2022-03-10,2726.37,2733.37,2546.83,2605.44,2036842.087,2022-03-11,5317486921.07739,2321357,996769.933,2602194847.52978,ETHUSDT
2022-03-11,2605.43,2676.20,2520.50,2555.89,2046135.535,2022-03-12,5300909392.69620,2361963,1018583.621,2639372595.83290,ETHUSDT
2022-03-12,2555.90,2620.00,2552.22,2567.64,835243.910,2022-03-13,2158684698.28486,1104040,419451.700,1084293842.24743,ETHUSDT
2022-03-13,2567.63,2604.13,2490.25,2514.07,1153034.412,2022-03-14,2952206474.62885,1402184,558716.365,1431178938.90646,ETHUSDT
2022-03-14,2513.77,2609.32,2496.85,2588.96,1700607.097,2022-03-15,4359481633.20476,1842745,868925.572,2227739646.33532,ETHUSDT
2022-03-15,2588.96,2668.80,2504.50,2617.29,2010933.590,2022-03-16,5180763260.29182,2105424,1021557.951,2632926318.23309,ETHUSDT
2022-03-16,2617.29,2789.86,2602.06,2772.78,2671403.544,2022-03-17,7174881501.97200,3045564,1385429.910,3722850835.74084,ETHUSDT
2022-03-17,2772.78,2839.00,2745.33,2810.74,1388608.329,2022-03-18,3874029264.80570,1755043,710453.943,1982717128.23561,ETHUSDT
2022-03-18,2810.75,2984.72,2760.00,2938.02,2012338.322,2022-03-19,5743230991.25995,2244661,1041776.996,2974787546.08596,ETHUSDT
2022-03-19,2938.03,2992.00,2890.60,2950.00,1138322.115,2022-03-20,3357316687.44774,1561236,554826.606,1636873555.32168,ETHUSDT
2022-03-20,2949.90,2965.00,2817.49,2860.47,1437020.801,2022-03-21,4147063354.36078,1797072,694125.832,2003633753.17303,ETHUSDT
2022-03-21,2860.53,2960.00,2830.50,2889.08,1686819.608,2022-03-22,4892675845.46698,2035694,841002.607,2439586759.80094,ETHUSDT
2022-03-22,2889.07,3055.90,2885.49,2968.49,1797753.573,2022-03-23,5382225852.73813,2214879,900225.366,2694997108.88053,ETHUSDT
2022-03-23,2968.48,3043.69,2915.51,3035.55,1781378.735,2022-03-24,5298210934.19466,2048735,881814.931,2623674368.63429,ETHUSDT
2022-03-24,3035.54,3129.75,3001.00,3109.89,2081151.644,2022-03-25,6374707643.69508,2190868,1053819.110,3229468168.26125,ETHUSDT
2022-03-25,3109.89,3195.00,3075.00,3101.37,2007262.806,2022-03-26,6287041331.74681,2033711,1002738.046,3141333616.82659,ETHUSDT
2022-03-26,3101.37,3152.24,3084.03,3143.47,760414.286,2022-03-27,2373068593.90462,1029994,379354.337,1184179332.07978,ETHUSDT
2022-03-27,3143.47,3299.33,3125.26,3295.01,1243196.793,2022-03-28,3969755255.96455,1471486,647722.164,2069573448.35966,ETHUSDT
2022-03-28,3295.01,3430.00,3274.30,3333.62,1780150.955,2022-03-29,5967520102.20501,2103793,887547.271,2975865277.83010,ETHUSDT
2022-03-29,3333.62,3480.00,3330.32,3399.00,1928941.550,2022-03-30,6583444774.67217,2104753,966426.807,3298793890.23792,ETHUSDT
2022-03-30,3399.00,3447.74,3332.00,3385.10,1512369.419,2022-03-31,5123666479.18429,1744604,740520.270,2509451690.85627,ETHUSDT
2022-03-31,3385.09,3444.60,3260.84,3281.43,1815474.754,2022-04-01,6079844304.56200,1972188,881263.691,2951556932.78967,ETHUSDT
2022-04-01,3281.43,3483.12,3210.06,3454.33,2109764.119,2022-04-02,7072994919.34860,2259343,1058417.897,3549534808.87093,ETHUSDT
2022-04-02,3454.33,3533.00,3430.20,3443.07,1652414.360,2022-04-03,5750301550.87988,1903299,821573.386,2859594662.43130,ETHUSDT
2022-04-03,3443.06,3580.00,3411.90,3520.76,1431228.504,2022-04-04,5003591177.33170,1698555,717298.807,2508455562.05967,ETHUSDT
2022-04-04,3520.65,3551.55,3405.03,3518.96,1653737.507,2022-04-05,5747409279.23374,1917751,814828.402,2832887814.07611,ETHUSDT
2022-04-05,3518.97,3554.99,3388.97,3405.04,1487565.105,2022-04-06,5173971174.28490,1744550,705418.551,2454478528.86031,ETHUSDT
2022-04-06,3405.03,3406.08,3160.19,3166.78,2622721.980,2022-04-07,8579524051.95511,3070715,1264197.684,4134599421.60509,ETHUSDT
2022-04-07,3166.77,3267.58,3140.33,3225.15,1752183.226,2022-04-08,5620103056.30526,2125732,869637.762,2789630867.01119,ETHUSDT
2022-04-08,3225.00,3315.00,3171.95,3191.26,1958267.702,2022-04-09,6370437705.00749,2292903,970790.300,3159117821.19071,ETHUSDT
2022-04-09,3191.27,3269.62,3180.24,3257.53,909857.465,2022-04-10,2928136396.63502,1312697,467480.356,1505022197.70436,ETHUSDT
2022-04-10,3257.54,3307.21,3187.00,3200.24,1000563.670,2022-04-11,3254049432.15029,1346639,482532.983,1570020307.91760,ETHUSDT
2022-04-11,3200.24,3212.00,2945.08,2978.69,2565570.206,2022-04-12,7861189063.19620,3029221,1233985.064,3781136134.34596,ETHUSDT
2022-04-12,2978.69,3082.00,2948.19,3026.30,1863628.985,2022-04-13,5623890363.23573,2382584,944457.732,2850191024.61432,ETHUSDT
