Date,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Cryptoname,FAGI,RSI
2021-10-11,3415.01,3629.00,3368.00,3543.1,1874616.227,2021-10-12,6627188014.14814,2262233,919723.523,3250484369.02472,ETHUSDT,71,57.28098549377821
2021-10-12,3543.09,3549.82,3404.00,3492.91,1986800.415,2021-10-13,6921948842.21512,2392794,977692.916,3406794841.17882,ETHUSDT,78,55.291878903139406
2021-10-13,3492.90,3618.00,3412.29,3610.05,1635415.204,2021-10-14,5716317657.28848,2084243,801642.758,2803365164.91347,ETHUSDT,70,58.88080781896441
2021-10-14,3610.24,3830.00,3590.02,3794.19,1736537.630,2021-10-15,6464841242.57513,2332774,867265.924,3228878046.14481,ETHUSDT,70,63.80020762915645
2021-10-15,3794.18,3915.00,3737.13,3872.71,1828015.586,2021-10-16,6986614680.17821,2438373,884463.565,3380799074.48406,ETHUSDT,71,65.68543147283717
2021-10-16,3872.70,3980.00,3801.38,3833.3,1398494.278,2021-10-17,5439841445.65477,1984170,666219.083,2592247694.30976,ETHUSDT,78,63.887055288771485
2021-10-17,3833.29,3925.95,3634.32,3851.01,1611014.925,2021-10-18,6142893874.59043,2079490,763546.772,2912699232.61464,ETHUSDT,79,64.35928649715154
2021-10-18,3851.17,3898.94,3675.50,3748.31,1768303.025,2021-10-19,6698042946.90319,2303134,840165.168,3182931092.99356,ETHUSDT,78,59.50028126785566
2021-10-19,3748.10,3893.00,3734.93,3881.48,1769755.526,2021-10-20,6744236733.28791,2184932,853448.160,3253336516.50316,ETHUSDT,75,63.36286808093188
2021-10-20,3881.49,4173.50,3830.00,4164.14,2278334.962,2021-10-21,9128464233.64793,2735839,1109894.428,4446973869.32744,ETHUSDT,82,69.92040654690952
2021-10-21,4164.13,4389.60,4006.83,4057.26,3807814.197,2021-10-22,15910566499.34866,4598848,1826101.524,7632447592.21618,ETHUSDT,84,65.17047818118823
2021-10-22,4057.26,4172.52,3888.00,3975.56,2113125.983,2021-10-23,8543803309.03356,2795912,1004386.634,4061459435.37215,ETHUSDT,75,61.718946121737915
2021-10-23,3975.55,4177.27,3940.60,4170.5,1494374.557,2021-10-24,6054898527.29019,2032409,735313.136,2980216071.72589,ETHUSDT,74,66.30454365540513
2021-10-24,4170.50,4191.72,3962.86,4084.61,1501860.773,2021-10-25,6104092135.26068,2070642,716836.924,2913612051.11246,ETHUSDT,73,62.738609939483055
2021-10-25,4084.60,4240.03,4071.37,4224.14,1389123.020,2021-10-26,5782790674.75053,1960444,676590.015,2816953204.88268,ETHUSDT,72,65.94300447851722
2021-10-26,4224.13,4306.61,4092.00,4133.39,1665700.699,2021-10-27,6994107155.70646,2254733,799763.573,3358650438.28458,ETHUSDT,76,62.19657857035633
2021-10-27,4133.37,4319.00,3900.00,3923.57,2642128.851,2021-10-28,10763105133.42980,3282041,1274210.176,5191588040.94385,ETHUSDT,73,54.48862330811718
2021-10-28,3923.58,4300.00,3887.75,4288.96,2233903.498,2021-10-29,9229357434.93807,2965480,1112479.835,4597444835.22805,ETHUSDT,66,63.07143493921132
2021-10-29,4288.91,4467.89,4269.16,4421.53,1862409.480,2021-10-30,8133818992.52625,2761100,915098.117,3997337296.06153,ETHUSDT,70,65.60579418504503
2021-10-30,4421.53,4438.85,4230.55,4324.82,1145688.807,2021-10-31,4951230218.09777,1733391,551374.062,2383535694.82875,ETHUSDT,73,62.24955572126596
2021-10-31,4324.82,4399.22,4161.00,4288.86,1308821.315,2021-11-01,5597512700.72108,1990711,638363.292,2730513861.93252,ETHUSDT,74,60.99994980168734
2021-11-01,4288.87,4385.57,4145.00,4322.72,1541230.772,2021-11-02,6622171137.33538,2186831,752941.695,3236146111.10720,ETHUSDT,74,61.777990452377175
2021-11-02,4322.72,4604.96,4286.67,4593.88,1477069.747,2021-11-03,6575344469.33907,2278283,739104.647,3290762873.05805,ETHUSDT,73,67.38881906713615
2021-11-03,4593.17,4676.00,4456.00,4606.59,1476260.698,2021-11-04,6750265632.46388,2340677,732460.112,3349860673.98463,ETHUSDT,76,67.62869040893509
2021-11-04,4606.59,4611.23,4423.09,4535.37,1202357.813,2021-11-05,5431479120.96728,1818589,576930.698,2606693494.93029,ETHUSDT,73,64.75445336594481
2021-11-05,4535.38,4575.00,4445.10,4477.29,967384.995,2021-11-06,4358883948.49716,1620292,468704.582,2112249158.29508,ETHUSDT,73,62.4244546416448
2021-11-06,4477.29,4538.29,4325.91,4521.4,1062427.875,2021-11-07,4714538239.73170,1772519,508882.163,2258991666.33596,ETHUSDT,71,63.49866641260649
2021-11-07,4521.70,4642.76,4505.41,4616.5,832391.585,2021-11-08,3816126139.59038,1498090,412610.985,1891683364.97617,ETHUSDT,73,65.77068051140706
2021-11-08,4616.51,4830.66,4615.21,4814.3,1214445.239,2021-11-09,5753273555.99257,1852982,600814.466,2846643721.78804,ETHUSDT,75,69.95906201187924
2021-11-09,4814.13,4844.97,4714.83,4734.98,1151973.219,2021-11-10,5516088243.02753,1828390,566090.194,2710811120.22053,ETHUSDT,84,66.44775056113166
2021-11-10,4734.99,4877.54,4450.00,4632.21,1848828.004,2021-11-11,8703427804.71559,2683461,893119.456,4206427904.45018,ETHUSDT,75,62.098870688650806
2021-11-11,4632.42,4783.12,4580.90,4721.19,1146003.874,2021-11-12,5380011627.03747,1806373,561937.342,2638555334.08641,ETHUSDT,77,64.27875971898705
2021-11-12,4721.19,4811.00,4508.00,4665.99,1671025.399,2021-11-13,7762478251.17218,2375978,808217.322,3754824704.91141,ETHUSDT,74,61.90024436843754
2021-11-13,4665.99,4708.00,4585.11,4644.42,812743.805,2021-11-14,3779188246.75865,1276335,396529.633,1844110214.93499,ETHUSDT,72,60.95113552062605
2021-11-14,4644.42,4700.00,4515.84,4629.44,947148.676,2021-11-15,4354962791.23766,1515170,465622.932,2141248755.16082,ETHUSDT,74,60.260100807654446
2021-11-15,4629.75,4771.83,4541.44,4567.01,1351110.691,2021-11-16,6306501839.02235,1987809,654767.664,3057384166.84025,ETHUSDT,72,57.34227611294064
2021-11-16,4567.01,4567.07,4077.00,4209.42,2734039.543,2021-11-17,11760055645.26550,3378829,1294570.176,5568312120.65498,ETHUSDT,71,44.154278777143475
2021-11-17,4209.42,4300.00,4062.00,4287.99,1860601.927,2021-11-18,7783640525.67040,2438404,913440.006,3822140764.47525,ETHUSDT,52,47.03655891057805
2021-11-18,4288.00,4343.33,3957.96,3997.72,2286170.467,2021-11-19,9439478791.19713,2883206,1101340.529,4548270753.77164,ETHUSDT,54,39.023434938267854
2021-11-19,3997.72,4309.04,3973.14,4293.44,1514406.552,2021-11-20,6266188518.48803,2130976,760953.458,3149274789.03821,ETHUSDT,34,48.625733064004244
2021-11-20,4293.44,4436.01,4202.24,4412.55,1143613.530,2021-11-21,4931186882.83004,1814583,574462.367,2477445176.05412,ETHUSDT,43,51.91057179858887
2021-11-21,4412.37,4425.73,4242.00,4259.23,996488.568,2021-11-22,4334385457.28967,1635793,482160.094,2097727947.94851,ETHUSDT,49,47.68410626466803
2021-11-22,4259.28,4327.75,4019.35,4086.57,1891091.913,2021-11-23,7905984342.52000,2702558,926476.644,3874314370.68371,ETHUSDT,50,43.39884504752019
2021-11-23,4086.41,4387.00,4059.55,4341.36,1636864.585,2021-11-24,6895439496.10744,2491307,818923.192,3450540823.66869,ETHUSDT,33,50.472236539880555
2021-11-24,4341.36,4377.00,4170.38,4271.29,1365898.959,2021-11-25,5822609661.59857,2149379,671854.736,2864057507.82437,ETHUSDT,42,48.670854630608154
2021-11-25,4271.29,4558.29,4250.34,4527.86,1247655.550,2021-11-26,5497303917.35342,1984519,624230.543,2750335857.33328,ETHUSDT,32,55.003567149622874
2021-11-26,4528.20,4555.00,3911.00,4040.66,2657050.069,2021-11-27,11001572746.45120,3467510,1272401.024,5266372605.48750,ETHUSDT,47,43.92214764375515
2021-11-27,4040.66,4182.66,4027.32,4095.33,1008009.177,2021-11-28,4148428146.16350,1684637,491467.184,2022800265.44980,ETHUSDT,21,45.25498032822435
2021-11-28,4095.33,4301.07,3958.58,4296.6,1512818.390,2021-11-29,6210487095.14454,2143420,746165.656,3065377996.76414,ETHUSDT,27,49.96946337683177
2021-11-29,4297.01,4460.00,4280.00,4445.1,1432921.208,2021-11-30,6245171955.45936,2026318,720031.636,3138621395.99998,ETHUSDT,33,53.173608959413166
2021-11-30,4445.09,4757.80,4347.90,4631.51,2573876.207,2021-12-01,11742857991.16934,3626412,1290984.307,5891350018.04904,ETHUSDT,40,56.90468875305221
2021-12-01,4631.43,4783.19,4528.50,4586.66,1861557.163,2021-12-02,8721654100.22072,2896669,921965.251,4320347492.04115,ETHUSDT,34,55.75363667188961
2021-12-02,4586.67,4636.86,4435.76,4514.32,1767131.692,2021-12-03,8009972829.01313,2593287,866156.227,3926923239.19776,ETHUSDT,32,53.861190181791365
2021-12-03,4514.32,4658.00,4004.00,4213.66,2648380.120,2021-12-04,11599142242.40267,3359014,1276987.557,5596391806.19256,ETHUSDT,31,46.75750695132718
2021-12-04,4213.67,4237.20,3388.15,4115.79,3531695.892,2021-12-05,13904957699.91255,4397362,1685267.694,6640391060.72415,ETHUSDT,25,44.69122983649686
2021-12-05,4115.79,4247.19,4033.00,4197.53,1909767.851,2021-12-06,7920029236.98750,2872269,955878.632,3964943993.80484,ETHUSDT,18,46.805561791796016
2021-12-06,4197.52,4377.58,3920.00,4345.2,2601175.770,2021-12-07,10673116598.55363,3318691,1301601.745,5343433952.33640,ETHUSDT,16,50.48797236531942
2021-12-07,4345.44,4425.00,4255.27,4305.82,1388803.726,2021-12-08,6040967486.57935,2183483,704132.906,3063544353.67864,ETHUSDT,25,49.503796725398864
2021-12-08,4305.83,4454.60,4224.98,4435.33,1443466.295,2021-12-09,6276303882.73508,2219642,724161.277,3149719726.26192,ETHUSDT,28,52.764880637387634
2021-12-09,4435.70,4490.97,4075.00,4103.8,1905332.516,2021-12-10,8128100154.37248,2592152,934239.558,3986375203.94699,ETHUSDT,29,44.79055594327833
2021-12-10,4103.80,4232.00,3882.84,3895.95,2123045.506,2021-12-11,8630315816.21057,2976443,1037613.313,4219590637.71057,ETHUSDT,24,40.643395677609156
2021-12-11,3895.85,4094.82,3831.01,4089.81,1729754.927,2021-12-12,6927855786.59676,2513364,858826.723,3440497966.36373,ETHUSDT,16,45.6939116684452
2021-12-12,4088.86,4173.37,3985.00,4129.0,1044691.201,2021-12-13,4250371718.97262,1673043,524919.175,2136460514.84705,ETHUSDT,27,46.68159023454108
2021-12-13,4129.16,4142.00,3668.34,3780.63,2252296.914,2021-12-14,8753636591.89626,3204210,1077590.630,4187782053.06397,ETHUSDT,28,39.759215813919994
2021-12-14,3780.33,3879.13,3682.00,3856.66,1718001.410,2021-12-15,6516584351.17794,2471176,860515.690,3264805929.02826,ETHUSDT,21,41.78806788819412
2021-12-15,3856.67,4096.00,3639.39,4019.01,2415815.067,2021-12-16,9333255722.11962,3239561,1216293.854,4700575007.80404,ETHUSDT,28,45.972411455259135
2021-12-16,4019.01,4118.47,3951.14,3958.67,1603846.854,2021-12-17,6477885416.67551,2294353,795052.944,3212317695.69258,ETHUSDT,29,44.68673513788753
2021-12-17,3958.70,3992.99,3694.20,3873.93,2112402.041,2021-12-18,8150384191.83720,2881093,1044417.811,4031405178.37710,ETHUSDT,23,42.87335174807889
2021-12-18,3872.98,3997.39,3764.96,3957.64,1306368.673,2021-12-19,5102991865.01633,2125631,664862.037,2597645006.46707,ETHUSDT,24,45.23746416277061
2021-12-19,3957.65,4034.99,3881.89,3922.51,1402356.037,2021-12-20,5534488536.14064,2030727,695606.922,2746249783.37654,ETHUSDT,29,44.406914756765026
2021-12-20,3922.51,3981.48,3750.00,3943.48,1741509.419,2021-12-21,6712525820.97073,2653960,862794.397,3326602572.65187,ETHUSDT,25,45.055395723439354
2021-12-21,3943.64,4063.00,3912.26,4014.38,1246421.469,2021-12-22,4984828563.72327,2100781,633136.610,2532105700.40649,ETHUSDT,27,47.29395883083996
2021-12-22,4014.38,4074.99,3924.36,3978.62,1076095.044,2021-12-23,4313444572.42589,1685371,533760.196,2139959337.15589,ETHUSDT,45,46.27000633357628
2021-12-23,3978.63,4153.71,3888.87,4111.3,1586935.899,2021-12-24,6342305120.28279,2574870,790942.203,3162412138.89739,ETHUSDT,34,50.548095194976156
2021-12-24,4111.31,4133.38,4014.45,4045.0,1026594.079,2021-12-25,4194323368.26720,1959357,503307.492,2057074991.90787,ETHUSDT,41,48.47122315399023
2021-12-25,4045.19,4138.47,4015.00,4093.87,890361.594,2021-12-26,3621803415.02818,1550150,452393.340,1840765246.64893,ETHUSDT,39,50.0987561796817
2021-12-26,4093.88,4104.84,4002.00,4062.24,767517.751,2021-12-27,3110302732.49935,1214270,374805.140,1519130421.78793,ETHUSDT,37,49.01958304454854
2021-12-27,4062.40,4126.00,4030.06,4037.36,837344.643,2021-12-28,3412512083.97403,1346208,405956.805,1654814228.90877,ETHUSDT,40,48.14113441568481
2021-12-28,4037.35,4037.36,3756.26,3791.99,1675203.532,2021-12-29,6515358318.89518,2329455,808767.898,3146041359.67125,ETHUSDT,41,40.44358966899413
2021-12-29,3792.00,3825.91,3600.45,3628.55,1318187.731,2021-12-30,4938307811.88661,1811791,628740.042,2357157171.53485,ETHUSDT,27,36.282090789187954
2021-12-30,3628.49,3766.71,3580.00,3708.37,1023870.718,2021-12-31,3783727767.90478,1468765,511459.256,1890710432.46539,ETHUSDT,22,39.55331726035017
2021-12-31,3708.45,3814.95,3621.32,3676.02,1343940.174,2022-01-01,5019121901.30920,1718536,657338.460,2455318242.51639,ETHUSDT,28,38.686444888157844
2022-01-01,3676.01,3776.33,3671.86,3763.06,755619.793,2022-01-02,2815651909.34339,1253371,374973.370,1397453273.20879,ETHUSDT,21,42.347606278055935
2022-01-02,3763.05,3860.00,3714.48,3826.21,740079.430,2022-01-03,2798657676.16421,1251669,380197.071,1438262996.19347,ETHUSDT,29,44.91750006203385
2022-01-03,3826.10,3850.00,3680.00,3764.07,999879.353,2022-01-04,3777721163.97305,1481803,485541.732,1834763812.23665,ETHUSDT,29,42.89144570743924
2022-01-04,3764.07,3893.19,3711.00,3785.6,1253780.690,2022-01-05,4775534414.28812,1702557,631582.491,2406003407.58924,ETHUSDT,23,43.836693448195106
2022-01-05,3785.60,3847.18,3405.00,3537.71,1813981.948,2022-01-06,6675092541.77517,2392846,870855.603,3205775294.72495,ETHUSDT,24,36.372009297483196
2022-01-06,3537.81,3549.11,3292.31,3404.6,1840489.348,2022-01-07,6279177286.15747,2474832,902767.537,3080987789.69944,ETHUSDT,15,33.11147662727116
2022-01-07,3404.61,3415.35,3040.77,3196.58,2855226.352,2022-01-08,9156175041.42808,3635807,1385097.550,4442877232.85936,ETHUSDT,18,28.77084463951031
2022-01-08,3196.58,3248.03,2996.45,3080.03,1859886.155,2022-01-09,5808043464.37497,2323042,915949.549,2860873049.35190,ETHUSDT,10,26.661935088531564
2022-01-09,3079.86,3209.40,3057.00,3150.0,1230848.792,2022-01-10,3853748750.33209,1652895,618102.939,1935566723.02496,ETHUSDT,23,29.98019586014281
2022-01-10,3149.99,3179.16,2924.78,3081.31,2322294.565,2022-01-11,7079565083.20333,2638378,1148983.072,3502967966.63497,ETHUSDT,23,28.611556947642026
2022-01-11,3081.25,3262.66,3050.58,3236.86,1533503.746,2022-01-12,4836151992.53377,1894382,773577.009,2439879607.61130,ETHUSDT,21,35.76310617809741
2022-01-12,3236.86,3411.00,3203.85,3369.93,1435454.649,2022-01-13,4753099829.92951,1901450,737104.090,2441631267.65085,ETHUSDT,22,41.190765420222135
2022-01-13,3369.92,3408.89,3230.97,3240.36,1374273.064,2022-01-14,4558640511.93513,1775539,671380.571,2227413038.34845,ETHUSDT,21,37.83826925191342
2022-01-14,3240.32,3342.63,3181.20,3305.6,1309794.267,2022-01-15,4271754423.42846,1677945,658810.445,2149597068.08969,ETHUSDT,21,40.46569176331065
2022-01-15,3305.61,3372.00,3257.59,3324.05,809020.133,2022-01-16,2687321901.17641,1399475,403309.029,1340071430.72307,ETHUSDT,23,41.22232656306547
2022-01-16,3324.06,3394.62,3269.01,3345.49,934941.801,2022-01-17,3112687274.02912,1443664,475563.740,1583857257.27678,ETHUSDT,21,42.142546022045345
2022-01-17,3345.50,3355.30,3139.37,3208.61,1440138.934,2022-01-18,4673076476.50251,1905930,713648.866,2315979167.25524,ETHUSDT,22,38.04710618580934
2022-01-18,3208.60,3243.95,3080.50,3159.32,1589444.667,2022-01-19,5010157515.14645,1918856,792354.659,2497982478.65501,ETHUSDT,24,36.66532638154741
2022-01-19,3159.31,3174.60,3045.00,3082.81,1668517.082,2022-01-20,5189639864.18362,2154279,827915.615,2575812422.60448,ETHUSDT,24,34.566772570760676
2022-01-20,3082.80,3272.24,2985.00,2999.92,1880719.448,2022-01-21,5926009927.59850,2206660,951170.197,2998472472.20511,ETHUSDT,24,32.40296831004226
2022-01-21,2999.92,3031.90,2460.00,2566.91,4517274.359,2022-01-22,12514701125.46148,4897029,2200477.083,6098060560.24197,ETHUSDT,19,23.96386255540704
2022-01-22,2566.91,2625.60,2293.56,2410.96,4662398.873,2022-01-23,11407543010.03600,5193460,2315583.584,5667992037.60323,ETHUSDT,13,21.7652558590624
2022-01-23,2410.57,2549.00,2368.00,2538.41,2371974.868,2022-01-24,5833997685.39064,2629510,1211371.166,2980950643.00904,ETHUSDT,11,27.610534771867336
2022-01-24,2538.40,2539.59,2151.00,2438.13,4694300.254,2022-01-25,10840194199.53302,5281222,2366956.599,5465216077.75400,ETHUSDT,13,25.966616918887667
2022-01-25,2437.87,2504.98,2349.60,2457.37,2325976.562,2022-01-26,5636577032.24078,2812723,1179167.455,2858603889.84165,ETHUSDT,12,26.866317828304858
2022-01-26,2457.37,2720.06,2400.01,2461.61,3370868.336,2022-01-27,8579635823.06901,3854865,1711041.047,4356821161.78977,ETHUSDT,23,27.07663886496882
2022-01-27,2461.62,2520.00,2314.33,2422.61,2706734.602,2022-01-28,6551124353.29313,3054308,1357961.379,3287944611.31250,ETHUSDT,20,26.32666764404587
2022-01-28,2422.61,2556.93,2357.00,2543.34,2394675.788,2022-01-29,5832709367.68838,2814629,1225252.464,2986707220.13692,ETHUSDT,24,32.55451559322636
2022-01-29,2543.34,2658.41,2519.21,2599.94,1522389.395,2022-01-30,3909322807.94748,1950275,768347.892,1973963749.76406,ETHUSDT,24,35.31519438002708
2022-01-30,2599.93,2644.93,2541.46,2600.45,1322236.477,2022-01-31,3431223524.16989,1713681,677924.103,1759815045.63828,ETHUSDT,29,35.34087652192545
2022-01-31,2600.45,2706.47,2475.33,2685.34,2119778.986,2022-02-01,5497599951.88833,2511180,1092721.930,2836083345.48585,ETHUSDT,20,39.63694519256118
2022-02-01,2685.34,2812.94,2672.61,2786.38,2054796.845,2022-02-02,5668520842.67734,2514252,1054869.861,2910128881.82822,ETHUSDT,26,44.374324784268595
2022-02-02,2786.37,2810.00,2610.40,2678.0,2354857.007,2022-02-03,6390741360.31646,2588322,1161329.836,3152533644.88095,ETHUSDT,28,40.68581852449271
2022-02-03,2678.47,2722.99,2572.64,2694.37,2171742.641,2022-02-04,5720509414.67786,2508451,1091608.761,2875951988.55035,ETHUSDT,20,41.47709608683392
2022-02-04,2694.20,2995.00,2670.14,2993.65,2953883.898,2022-02-05,8398868704.49046,3399565,1531423.303,4354458886.96182,ETHUSDT,20,53.65087806216706
2022-02-05,2993.64,3059.91,2958.01,3011.59,1557391.545,2022-02-06,4687429957.09237,2014040,786711.318,2368379630.75496,ETHUSDT,33,54.26503230344324
2022-02-06,3011.58,3075.00,2948.00,3054.26,1151529.849,2022-02-07,3460851097.78940,1457326,581357.686,1747828840.36891,ETHUSDT,37,55.76635336111618
2022-02-07,3054.26,3185.99,2990.83,3138.55,1920591.918,2022-02-08,5945879846.53350,2234372,978279.765,3029389030.73493,ETHUSDT,45,58.65370633388474
2022-02-08,3138.55,3246.65,3023.28,3115.23,2122006.982,2022-02-09,6598768727.89174,2441605,1056438.505,3285568021.73335,ETHUSDT,48,57.53474645805979
2022-02-09,3115.23,3269.16,3052.50,3241.82,1571485.369,2022-02-10,4964808230.62457,2034483,797111.751,2518720555.68676,ETHUSDT,54,61.79552380430675
2022-02-10,3241.79,3282.96,3055.24,3070.9,2672791.971,2022-02-11,8499639525.52764,3068978,1333421.559,4241251208.96306,ETHUSDT,50,53.92784926082768
2022-02-11,3070.89,3136.55,2873.50,2926.04,2333468.434,2022-02-12,7077554747.74226,2928823,1143123.633,3467983510.90860,ETHUSDT,50,48.31351478784385
2022-02-12,2926.03,2983.62,2855.00,2916.93,1869241.526,2022-02-13,5450989532.57656,2296999,920784.062,2685443686.71921,ETHUSDT,44,47.97524983273182
2022-02-13,2917.04,2952.66,2830.31,2870.32,1277486.697,2022-02-14,3707939332.48070,1711130,632594.457,1836709733.59703,ETHUSDT,44,46.193231659468985
2022-02-14,2870.33,2964.44,2829.80,2928.87,1815960.443,2022-02-15,5263552192.95742,2201211,910997.874,2641127709.00084,ETHUSDT,46,48.76760778167534
2022-02-15,2928.87,3198.00,2911.85,3183.73,1856076.117,2022-02-16,5714091348.62078,2335370,954848.633,2939810949.00150,ETHUSDT,46,58.153113939208936
2022-02-16,3183.74,3186.79,3040.42,3121.8,1733462.418,2022-02-17,5408024225.21039,2169230,857155.629,2674143996.86848,ETHUSDT,51,55.492794756446884
2022-02-17,3121.80,3158.68,2850.00,2890.8,2632604.386,2022-02-18,7919238051.35232,3010625,1276241.316,3839803752.45899,ETHUSDT,52,46.87832685502404
2022-02-18,2890.75,2941.94,2750.00,2778.46,2162941.471,2022-02-19,6148632292.71915,2608990,1078421.674,3066047005.91269,ETHUSDT,30,43.35360989668923
2022-02-19,2778.46,2829.99,2691.00,2761.89,1546343.886,2022-02-20,4270584831.58429,1936132,765108.298,2113426445.53245,ETHUSDT,25,42.841935133997794
2022-02-20,2761.90,2762.89,2573.33,2620.72,2242471.273,2022-02-21,5933481403.70280,2530352,1107164.273,2929384820.63703,ETHUSDT,27,38.65601965888444
2022-02-21,2620.72,2758.00,2555.56,2566.88,3985389.094,2022-02-22,10607780731.93246,4153367,2005642.904,5338966041.22877,ETHUSDT,25,37.16460563061888
2022-02-22,2566.88,2670.00,2495.00,2635.57,3195802.792,2022-02-23,8250350069.89216,3451981,1619507.436,4182415961.74897,ETHUSDT,20,40.327802833539835
2022-02-23,2635.57,2752.38,2573.39,2578.02,2704599.315,2022-02-24,7224805564.13842,2817096,1336758.643,3571619613.41271,ETHUSDT,25,38.57565121530172
2022-02-24,2578.02,2777.33,2298.72,2595.47,6227786.305,2022-02-25,15271087886.32285,5736440,3139396.939,7698292990.01452,ETHUSDT,23,39.43491057688037
2022-02-25,2595.47,2835.00,2571.68,2766.36,2936418.882,2022-02-26,7859621309.73445,3391355,1495854.279,4005447438.97709,ETHUSDT,27,47.221490330013964
2022-02-26,2766.42,2882.00,2726.00,2778.15,1852287.146,2022-02-27,5167387400.86429,2447336,925077.103,2581865633.17048,ETHUSDT,26,47.72087422079782
2022-02-27,2778.15,2836.21,2553.68,2615.99,2948786.157,2022-02-28,7998715417.35802,3578220,1446388.727,3924840188.70364,ETHUSDT,26,41.85492157793153
2022-02-28,2615.99,2966.00,2565.00,2920.1,3405929.703,2022-03-01,9267533739.81621,3736110,1732007.615,4718805944.11781,ETHUSDT,20,53.41899125040276
2022-03-01,2920.05,3036.00,2852.20,2975.61,2903119.452,2022-03-02,8544403642.44822,3339956,1444478.697,4252815639.03993,ETHUSDT,51,55.17156586819037
2022-03-02,2975.61,3046.46,2912.96,2947.47,2628094.604,2022-03-03,7817489406.51165,3202125,1298130.046,3862517286.31753,ETHUSDT,52,54.06113797934067
2022-03-03,2947.48,2970.00,2781.77,2832.97,2068430.471,2022-03-04,5935025460.83803,2528238,1005589.849,2885815057.24670,ETHUSDT,39,49.67966825970178
2022-03-04,2832.98,2835.90,2570.65,2620.25,2431616.203,2022-03-05,6556161324.43909,3013013,1181918.387,3186218162.76912,ETHUSDT,33,42.74799748289605
2022-03-05,2620.25,2684.87,2588.00,2663.55,1085460.560,2022-03-06,2866022819.73462,1606329,542236.339,1431884209.93311,ETHUSDT,22,44.44714042116082
2022-03-06,2663.55,2674.61,2529.00,2549.37,1394552.348,2022-03-07,3653497883.30399,1799383,678469.048,1777884035.09776,ETHUSDT,22,40.992297408904584
2022-03-07,2549.36,2650.00,2431.62,2489.9,2690724.432,2022-03-08,6844133016.58346,2883213,1334090.842,3394448207.16211,ETHUSDT,23,39.27973795439199
2022-03-08,2489.84,2623.00,2478.35,2575.49,2643188.688,2022-03-09,6770376286.07039,2835027,1326739.569,3399232975.82482,ETHUSDT,21,42.97238963563273
2022-03-09,2575.50,2773.17,2566.41,2726.37,2075382.606,2022-03-10,5619678231.05178,2445604,1065564.117,2884105324.81258,ETHUSDT,22,48.8748445743266
2022-03-10,2726.37,2733.37,2546.83,2605.44,2036842.087,2022-03-11,5317486921.07739,2321357,996769.933,2602194847.52978,ETHUSDT,28,44.86657022875269
2022-03-11,2605.43,2676.20,2520.50,2555.89,2046135.535,2022-03-12,5300909392.69620,2361963,1018583.621,2639372595.83290,ETHUSDT,22,43.2996366373028
2022-03-12,2555.90,2620.00,2552.22,2567.64,835243.910,2022-03-13,2158684698.28486,1104040,419451.700,1084293842.24743,ETHUSDT,22,43.80086569016238
2022-03-13,2567.63,2604.13,2490.25,2514.07,1153034.412,2022-03-14,2952206474.62885,1402184,558716.365,1431178938.90646,ETHUSDT,21,41.978860929753296
2022-03-14,2513.77,2609.32,2496.85,2588.96,1700607.097,2022-03-15,4359481633.20476,1842745,868925.572,2227739646.33532,ETHUSDT,23,45.39833686790324
2022-03-15,2588.96,2668.80,2504.50,2617.29,2010933.590,2022-03-16,5180763260.29182,2105424,1021557.951,2632926318.23309,ETHUSDT,21,46.67855115700022
2022-03-16,2617.29,2789.86,2602.06,2772.78,2671403.544,2022-03-17,7174881501.97200,3045564,1385429.910,3722850835.74084,ETHUSDT,24,53.168685932010646
2022-03-17,2772.78,2839.00,2745.33,2810.74,1388608.329,2022-03-18,3874029264.80570,1755043,710453.943,1982717128.23561,ETHUSDT,27,54.620852812170746
2022-03-18,2810.75,2984.72,2760.00,2938.02,2012338.322,2022-03-19,5743230991.25995,2244661,1041776.996,2974787546.08596,ETHUSDT,25,59.190286465602036
2022-03-19,2938.03,2992.00,2890.60,2950.0,1138322.115,2022-03-20,3357316687.44774,1561236,554826.606,1636873555.32168,ETHUSDT,28,59.60261240959317
2022-03-20,2949.90,2965.00,2817.49,2860.47,1437020.801,2022-03-21,4147063354.36078,1797072,694125.832,2003633753.17303,ETHUSDT,31,55.120462112010166
2022-03-21,2860.53,2960.00,2830.50,2889.08,1686819.608,2022-03-22,4892675845.46698,2035694,841002.607,2439586759.80094,ETHUSDT,30,56.252620326350744
2022-03-22,2889.07,3055.90,2885.49,2968.49,1797753.573,2022-03-23,5382225852.73813,2214879,900225.366,2694997108.88053,ETHUSDT,26,59.32009310442213
2022-03-23,2968.48,3043.69,2915.51,3035.55,1781378.735,2022-03-24,5298210934.19466,2048735,881814.931,2623674368.63429,ETHUSDT,31,61.758660720362315
2022-03-24,3035.54,3129.75,3001.00,3109.89,2081151.644,2022-03-25,6374707643.69508,2190868,1053819.110,3229468168.26125,ETHUSDT,40,64.3126158265769
2022-03-25,3109.89,3195.00,3075.00,3101.37,2007262.806,2022-03-26,6287041331.74681,2033711,1002738.046,3141333616.82659,ETHUSDT,47,63.786825159086725
2022-03-26,3101.37,3152.24,3084.03,3143.47,760414.286,2022-03-27,2373068593.90462,1029994,379354.337,1184179332.07978,ETHUSDT,51,65.29661241173545
