Date,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Cryptoname,FAGI,RSI,MA_50,ROC_26
2021-03-02,1571.20,1604.85,1455.30,1486.28,2884922.074,2021-03-03,4419676882.47557,2055288,1408214.415,2159405354.10544,ETHUSDT,78,43.645414385293634,1521.3226000000002,-6.874686716791982
2021-03-03,1486.24,1664.00,1475.00,1568.63,3055043.878,2021-03-04,4859941588.27233,2317178,1529266.667,2433672196.02360,ETHUSDT,78,48.189597555477626,1531.6788000000001,-8.862046526761018
2021-03-04,1568.63,1626.00,1506.99,1540.69,3087612.251,2021-03-05,4819190828.68560,2412427,1515517.719,2366096691.03746,ETHUSDT,84,46.810431084332215,1539.8846000000003,-8.256219705360431
2021-03-05,1540.70,1551.00,1441.57,1529.88,3051666.755,2021-03-06,4547100964.24997,2173938,1507525.227,2246790361.40687,ETHUSDT,77,46.258808788208604,1545.785,-5.093704055236068
2021-03-06,1529.75,1674.02,1515.16,1651.73,2839191.599,2021-03-07,4507498262.31200,2111387,1428972.805,2269564898.07284,ETHUSDT,77,52.9843351031139,1555.4438,-5.9170316869919795
2021-03-07,1651.90,1736.89,1631.59,1727.23,2570034.976,2021-03-08,4288738410.50978,1917251,1268786.647,2118065378.75201,ETHUSDT,76,56.6078977979099,1565.3845999999999,-2.4599190191948197
2021-03-08,1727.73,1844.57,1667.86,1834.3,3501989.878,2021-03-09,6080210583.95216,2433911,1757257.310,3051783959.64863,ETHUSDT,81,61.17753610764131,1577.3964,5.219381521358795
2021-03-09,1834.47,1873.86,1801.00,1873.31,2460568.209,2021-03-10,4512195932.80944,2005441,1214680.562,2228060688.88900,ETHUSDT,81,62.7180396700505,1589.6028,4.693961952026468
2021-03-10,1873.37,1882.59,1760.00,1796.8,3413199.591,2021-03-11,6215915591.53833,2552861,1656134.475,3016053062.41708,ETHUSDT,68,57.868002790143905,1598.1886000000002,-2.511014171929595
2021-03-11,1796.80,1850.07,1725.96,1829.0,3061111.766,2021-03-12,5482129545.41183,2474950,1470844.153,2634339752.59560,ETHUSDT,73,59.294681168366346,1607.1838,0.6039537518839186
2021-03-12,1828.96,1846.59,1719.92,1767.44,2753218.247,2021-03-13,4887332853.92612,2301344,1334541.323,2369651074.85164,ETHUSDT,70,55.43022740248524,1620.308,-2.004335796938321
2021-03-13,1767.32,1948.75,1729.33,1924.94,2763730.381,2021-03-14,5136048302.61478,2322825,1371616.668,2548749630.46122,ETHUSDT,74,62.215306457493064,1634.1157999999998,8.061347075796881
2021-03-14,1924.94,1935.88,1836.00,1850.54,2244662.581,2021-03-15,4225374618.59173,1884142,1089302.936,2051005868.07537,ETHUSDT,78,57.74338856758611,1646.4134,3.7117989587011238
2021-03-15,1850.50,1896.30,1729.20,1794.89,3297299.618,2021-03-16,5932093091.82662,2427808,1616815.273,2909312358.71151,ETHUSDT,76,54.58306595167499,1654.4264,-2.97157622739017
2021-03-16,1795.09,1819.76,1712.00,1807.25,2500648.806,2021-03-17,4444439699.43044,2007781,1237512.306,2200090682.55588,ETHUSDT,71,55.1699287331939,1664.1992,-6.903248405674665
2021-03-17,1807.25,1841.86,1741.95,1825.77,2164536.182,2021-03-18,3879170125.69688,1729032,1071276.026,1920580757.03416,ETHUSDT,71,56.08558619634549,1673.3465999999999,-6.780933125019144
2021-03-18,1825.94,1853.00,1758.48,1777.54,1948941.621,2021-03-19,3527078371.44721,1636587,923844.389,1672189613.64183,ETHUSDT,72,53.04690840793076,1684.1264,-7.157705606451544
2021-03-19,1777.55,1844.32,1733.09,1811.04,1807873.070,2021-03-20,3259787302.19901,1544047,897435.533,1618727579.70283,ETHUSDT,71,54.875667130809155,1693.75,-6.394107765861224
2021-03-20,1811.04,1873.84,1802.50,1807.35,1400240.860,2021-03-21,2573392189.53617,1433898,701010.525,1288535323.90337,ETHUSDT,75,54.62329791560153,1702.2572,1.6335826351009366
2021-03-21,1807.43,1818.61,1745.02,1784.67,1569940.157,2021-03-22,2801382704.19012,1557526,763137.385,1362072397.69851,ETHUSDT,73,53.0096352629517,1710.3410000000001,12.971672733027383
2021-03-22,1784.78,1809.59,1653.67,1681.69,2062250.384,2021-03-23,3606818027.20300,1816905,981460.369,1717619404.20763,ETHUSDT,70,46.31871501397842,1717.7124,3.553615192305326
2021-03-23,1681.66,1722.52,1652.58,1669.33,1875276.276,2021-03-24,3172273699.64815,1705140,919667.490,1555986824.26208,ETHUSDT,66,45.575166065437834,1723.5694,12.63351078544488
2021-03-24,1669.33,1742.43,1540.22,1582.11,2657346.906,2021-03-25,4399210528.81931,2011721,1283516.821,2126515086.36376,ETHUSDT,65,40.61982649666263,1724.8864,9.467369644636328
2021-03-25,1582.01,1622.54,1548.56,1587.5,2454402.206,2021-03-26,3902283814.32379,1762270,1212938.964,1928986833.53193,ETHUSDT,60,41.046418510386765,1723.3164000000002,8.833510437733514
2021-03-26,1587.44,1701.19,1587.03,1699.13,1630204.715,2021-03-27,2675730180.49903,1296455,831309.947,1365212797.63838,ETHUSDT,54,49.18809075378954,1725.379,19.67642646344127
2021-03-27,1699.21,1734.88,1668.30,1714.34,1412714.740,2021-03-28,2399338118.75358,1272307,701913.974,1192363569.22107,ETHUSDT,65,50.19731836059045,1725.2426,9.110234215885939
2021-03-28,1714.14,1727.50,1662.54,1688.3,1167051.376,2021-03-29,1983034035.73383,1118546,578167.566,982607532.58962,ETHUSDT,74,48.424023603889395,1725.4217999999998,13.592324461070593
2021-03-29,1688.31,1845.00,1680.04,1818.44,1936361.877,2021-03-30,3435359910.82720,1494348,971287.537,1723034207.19779,ETHUSDT,72,56.66364567684609,1729.5508,15.92536162128736
2021-03-30,1818.43,1863.79,1788.30,1843.43,1627666.888,2021-03-31,2977548709.20566,1367854,797990.547,1459997131.80626,ETHUSDT,72,58.049560334190204,1731.3072,19.64963750008113
2021-03-31,1843.43,1952.98,1771.85,1923.07,2721505.354,2021-04-01,5049966053.51530,2093530,1336302.109,2480787747.65429,ETHUSDT,76,62.19854912955679,1734.3528,25.700708552304743
2021-04-01,1923.07,1989.11,1882.10,1969.74,2282765.600,2021-04-02,4435453780.00105,1864863,1120030.433,2177035192.55174,ETHUSDT,74,64.41935595246653,1738.8814000000002,19.25314670073196
2021-04-02,1969.75,2150.00,1949.94,2138.01,2782619.002,2021-04-03,5678697553.59085,2187811,1390192.284,2838502252.42318,ETHUSDT,74,71.02827268629301,1745.8552,23.782588306131796
2021-04-03,2138.01,2144.17,2002.00,2012.63,2961945.620,2021-04-04,6150272520.34633,2154740,1435758.279,2981544989.03309,ETHUSDT,73,61.8149505626999,1749.2462,9.721964782205754
2021-04-04,2012.64,2093.72,1980.00,2077.73,1628243.592,2021-04-05,3330679833.83388,1485985,810070.944,1657379621.27131,ETHUSDT,74,64.3972464119384,1754.4403999999997,10.912235561652908
2021-04-05,2077.85,2138.61,2002.16,2110.35,2029400.255,2021-04-06,4215186592.34909,1754041,997481.631,2072231252.40876,ETHUSDT,71,65.65072763618218,1760.5756,17.45046749777382
2021-04-06,2110.39,2161.02,2043.89,2114.47,2216031.293,2021-04-07,4675497907.26923,1850400,1061895.953,2241128697.74332,ETHUSDT,75,65.8144375264105,1767.2382,15.607982504100589
2021-04-07,2114.48,2133.02,1930.10,1965.4,3144081.502,2021-04-08,6331327536.57340,2315021,1512699.025,3047079333.43999,ETHUSDT,72,55.50635667019316,1770.86,11.20038021092654
2021-04-08,1965.40,2086.67,1950.00,2082.08,1653807.764,2021-04-09,3355215507.54095,1460069,814310.272,1652269178.50818,ETHUSDT,73,60.69543777032464,1775.5044,8.1633713258595
2021-04-09,2082.02,2104.83,2052.00,2068.02,1237414.829,2021-04-10,2571500898.67981,1159312,592606.513,1231826568.00432,ETHUSDT,70,59.79054198989738,1778.0396000000003,11.752245290563836
2021-04-10,2068.02,2211.94,2059.03,2135.96,2077350.376,2021-04-11,4462334737.25942,1721187,1028505.482,2209271806.71502,ETHUSDT,70,62.685517183926365,1781.5872,19.00227869117327
2021-04-11,2135.99,2171.07,2115.56,2155.05,1290245.975,2021-04-12,2765613090.77921,1262394,637105.081,1365885358.85052,ETHUSDT,76,63.481125082454476,1786.3966,19.244708811730536
2021-04-12,2155.07,2209.99,2101.96,2139.25,1659510.107,2021-04-13,3572221905.88937,1486039,791295.609,1703726826.95369,ETHUSDT,74,62.29719516546409,1790.4866,17.16974208142318
2021-04-13,2139.24,2324.00,2137.21,2303.15,2311955.605,2021-04-14,5176595617.26422,1780146,1148272.119,2570513961.65787,ETHUSDT,74,68.79804006610694,1800.9836000000003,29.56951742295533
2021-04-14,2303.15,2450.00,2286.04,2437.08,3370771.796,2021-04-15,7962169647.24720,2468771,1632507.143,3856799144.06772,ETHUSDT,75,72.9086838824711,1818.1301999999998,34.567983037370794
2021-04-15,2436.74,2548.60,2403.14,2519.85,2600911.507,2021-04-16,6417301595.81241,2000570,1264974.531,3121672740.79597,ETHUSDT,79,75.09260085058524,1836.0476,39.42235870196697
2021-04-16,2519.85,2553.00,2298.23,2427.29,3505534.172,2021-04-17,8482048892.07963,2375308,1681499.622,4069635112.85460,ETHUSDT,78,68.44754035162764,1854.9515999999996,36.007777348193216
2021-04-17,2427.29,2499.26,2314.49,2319.8,2057149.939,2021-04-18,4945909137.13609,1733667,987743.735,2374682351.65658,ETHUSDT,76,61.62723419256582,1872.4419999999998,37.94456766704923
2021-04-18,2319.93,2341.91,1900.00,2235.32,4275573.298,2021-04-19,9242083489.27048,3573690,2031438.001,4391973190.43101,ETHUSDT,79,56.83403945400697,1887.9754,33.90521945930405
2021-04-19,2235.32,2278.58,2079.12,2162.75,3029523.224,2021-04-20,6625482639.95203,2298989,1487044.376,3252086055.04156,ETHUSDT,74,53.01922292077867,1902.835,36.70035585389133
2021-04-20,2162.76,2347.00,2052.42,2329.96,3393046.281,2021-04-21,7390689083.89487,2726060,1659688.170,3616869084.00746,ETHUSDT,73,59.72687157074834,1918.0102,46.769133858267715
2021-04-21,2330.07,2470.00,2238.96,2358.9,3556266.081,2021-04-22,8376213677.30245,2869276,1759568.319,4145850503.44985,ETHUSDT,73,60.770822946574675,1935.4626,38.82987175789963
2021-04-22,2359.41,2645.63,2305.00,2398.94,6698438.657,2021-04-23,16634756435.85801,5254044,3286810.321,8165071100.47479,ETHUSDT,65,62.229625194285774,1952.0688,39.93373543171134
2021-04-23,2399.20,2443.66,2110.00,2368.67,6753400.874,2021-04-24,15240128936.78810,5287498,3304800.340,7460124823.05529,ETHUSDT,55,60.40096039201224,1968.6284,40.29911745542855
2021-04-24,2368.66,2370.04,2156.58,2215.54,3424662.228,2021-04-25,7712787520.22163,2896447,1656349.988,3730393778.25107,ETHUSDT,37,52.065666821602704,1982.3416,21.83739908932931
2021-04-25,2215.55,2357.00,2162.90,2320.71,3570867.777,2021-04-26,8083675412.60140,2864331,1768609.519,4004150147.99782,ETHUSDT,31,56.50513844025933,1995.7212,25.89086648258952
2021-04-26,2320.71,2545.50,2303.42,2534.25,3507145.533,2021-04-27,8646978933.32786,2997476,1765092.767,4352505519.60982,ETHUSDT,27,63.83008035911321,2011.8616,31.781474413307894
2021-04-27,2534.17,2683.42,2481.43,2668.39,2604067.050,2021-04-28,6743588001.19054,2397806,1290836.328,3343067019.05474,ETHUSDT,50,67.52938803246332,2028.5434,35.46914821245443
2021-04-28,2668.28,2762.10,2562.83,2748.33,3857131.883,2021-04-29,10332188911.34269,3211060,1921065.705,5147300141.70237,ETHUSDT,59,69.52945119531819,2046.0438000000001,28.546171439796804
2021-04-29,2748.33,2798.00,2668.87,2759.14,2827431.929,2021-04-30,7750499577.39320,2503798,1379566.987,3782341571.96435,ETHUSDT,52,69.80034647101547,2065.2906,37.091268638547554
2021-04-30,2759.15,2803.55,2726.88,2773.15,1961665.845,2021-05-01,5412494300.94511,1879324,947387.360,2614574202.72017,ETHUSDT,51,70.17048514906436,2084.1736,33.47018139989315
2021-05-01,2773.16,2958.91,2754.04,2947.01,2293998.885,2021-05-02,6589470501.42250,2139762,1144510.826,3287853200.84389,ETHUSDT,68,74.36882215062131,2107.765,39.64555642428982
2021-05-02,2947.00,2986.97,2856.70,2950.98,2080727.947,2021-05-03,6086611127.85545,1950830,1007019.313,2946475620.08994,ETHUSDT,66,74.45722671126063,2128.2858,39.56121392121905
2021-05-03,2950.91,3459.80,2950.70,3433.36,5116980.548,2021-05-04,16382343434.80363,4435590,2523981.921,8079138870.44331,ETHUSDT,61,82.40037902879347,2159.9422,74.69013941182456
2021-05-04,3433.70,3529.64,3160.01,3243.67,6940584.205,2021-05-05,23227206677.60779,6222637,3325643.633,11132319408.91274,ETHUSDT,68,72.81156229360423,2188.9178,55.78988319372936
2021-05-05,3243.65,3552.74,3211.00,3528.49,3838631.919,2021-05-06,12937893760.98514,3812962,1828421.199,6165478151.93019,ETHUSDT,48,77.1173520221713,2223.3426,70.62165743077918
2021-05-06,3528.74,3616.00,3380.25,3493.16,3041910.825,2021-05-07,10632727893.23226,3211347,1460630.147,5106732732.74472,ETHUSDT,65,75.5196839119876,2256.6904,63.540515739995115
2021-05-07,3493.17,3592.00,3355.00,3480.98,2326172.061,2021-05-08,8094167086.99724,2597356,1121017.927,3901672633.03948,ETHUSDT,64,74.94324237067032,2290.7592,61.52664671353331
2021-05-08,3480.98,3964.83,3451.74,3914.47,3128854.033,2021-05-09,11602305090.60812,3543096,1543104.593,5721778308.19867,ETHUSDT,67,80.61459311051861,2332.8278,82.98328853570175
2021-05-09,3914.95,3985.55,3730.00,3928.01,3118238.261,2021-05-10,12120213502.67268,3541487,1489308.178,5789340832.26717,ETHUSDT,73,80.76106923162905,2375.241,70.54946486333934
2021-05-10,3927.83,4214.92,3658.00,3950.33,5052309.882,2021-05-11,20426765812.22148,5506108,2401491.793,9708868439.74796,ETHUSDT,72,81.01572072828759,2418.5542,62.092750340571506
2021-05-11,3950.32,4183.52,3778.17,4175.91,3394479.287,2021-05-12,13477585470.55893,4132170,1643472.063,6525844552.70293,ETHUSDT,61,83.4062830219625,2468.4386,65.7205786058694
2021-05-12,4175.85,4379.18,3723.43,3828.99,4928002.067,2021-05-13,20540714054.05621,6206838,2381766.125,9932240244.71696,ETHUSDT,68,69.01326267162602,2511.6318,57.74752913743309
2021-05-13,3829.89,4036.45,3491.53,3719.45,5852199.813,2021-05-14,22134721314.84749,7847323,2881570.744,10897586878.17049,ETHUSDT,31,65.18810275903732,2554.3786,60.33494266747132
2021-05-14,3719.44,4175.00,3692.99,4079.99,3063526.292,2021-05-15,12181077842.13998,4229804,1499384.639,5960889474.74030,ETHUSDT,26,70.90434445974972,2604.2284,82.52375498810012
2021-05-15,4079.98,4137.21,3634.44,3648.98,3321250.207,2021-05-16,12859384950.05047,4473474,1601646.176,6202437951.27844,ETHUSDT,27,58.53099277631795,2643.2254000000003,68.71945439833546
2021-05-16,3649.01,3882.76,3348.00,3581.39,4223938.158,2021-05-17,15266100829.69663,5514066,2054868.442,7429862606.30034,ETHUSDT,20,56.8554092418985,2680.5664,53.71036412642277
2021-05-17,3581.39,3587.00,3125.00,3283.58,5745286.600,2021-05-18,19279667315.49166,6763734,2792571.308,9371825418.54495,ETHUSDT,27,50.05590809146803,2712.472,39.19962694476238
2021-05-18,3283.23,3570.27,3240.06,3376.35,3842243.270,2021-05-19,13102791083.02771,4889289,1915117.725,6532315781.50124,ETHUSDT,21,51.982363686730956,2743.6302,40.74341167348912
2021-05-19,3377.03,3446.24,1400.73,2442.98,10144417.228,2021-05-20,27803524889.35709,13310540,4896426.248,13447853938.43437,ETHUSDT,23,36.660683221270155,2755.6212,3.1372035783794257
2021-05-20,2444.02,2990.85,2150.00,2768.42,6097256.740,2021-05-21,16113950567.52409,8152933,3045103.569,8046026598.80096,ETHUSDT,11,42.97226582888155,2772.5282,24.95463859826499
2021-05-21,2768.42,2940.00,2097.99,2431.01,6041584.187,2021-05-22,15265695041.77466,7619795,3002881.625,7590079388.51843,ETHUSDT,19,38.66987939167363,2781.7536000000005,4.7528558070590545
2021-05-22,2431.24,2489.65,2151.63,2295.15,4564819.521,2021-05-23,10666152727.52536,5861628,2276612.686,5320447399.81974,ETHUSDT,12,37.06088229607854,2784.8964,-9.43474400710269
2021-05-23,2295.46,2383.41,1728.85,2096.63,7797669.636,2021-05-24,15783098848.93368,8787549,3868683.892,7830214434.99649,ETHUSDT,14,34.783415731973335,2786.5764,-21.42715270256596
2021-05-24,2096.62,2675.00,2079.00,2649.27,5714266.276,2021-05-25,13586348325.92198,6572796,2888492.485,6867006552.58782,ETHUSDT,10,44.92909643466136,2798.0071999999996,-3.6043706541790814
2021-05-25,2649.49,2750.00,2380.60,2706.83,5322472.943,2021-05-26,13694505271.63173,6447582,2649888.786,6818994310.55818,ETHUSDT,22,45.87358254832287,2809.9368000000004,-1.8958806004769584
2021-05-26,2706.82,2913.00,2642.87,2884.27,4052111.799,2021-05-27,11285324614.47753,5030449,2010815.395,5600635032.75649,ETHUSDT,22,48.78932590259428,2825.3328,4.006995654760828
2021-05-27,2884.16,2893.03,2634.00,2742.77,3441489.934,2021-05-28,9494992137.75452,4319043,1705466.734,4706175422.03625,ETHUSDT,27,46.632010015669486,2840.8801999999996,-6.930414216443114
2021-05-28,2742.77,2763.57,2324.48,2411.66,4733066.731,2021-05-29,11983057928.13767,5232829,2351420.368,5952599717.66833,ETHUSDT,21,41.95689009891223,2847.4718,-18.275962561589715
2021-05-29,2411.65,2577.04,2208.04,2277.99,4468023.064,2021-05-30,10655588004.12472,4840289,2224437.983,5305831156.73819,ETHUSDT,18,40.204504530561096,2851.6711999999998,-33.65129202879978
2021-05-30,2277.99,2476.83,2179.13,2386.11,3642984.366,2021-05-31,8645260126.70548,4099827,1829724.072,4344140117.22053,ETHUSDT,10,42.30359848296049,2856.6742,-26.437954539148556
2021-05-31,2386.11,2721.51,2271.46,2706.33,4203920.413,2021-06-01,10502558832.11788,4606980,2127706.772,5315402534.37889,ETHUSDT,18,48.113212638079574,2867.6998,-23.3006186782448
2021-06-01,2706.46,2741.45,2523.82,2634.63,3779985.270,2021-06-02,9868610856.33613,4328581,1874417.798,4893405954.83614,ETHUSDT,20,46.972701614299275,2877.6074,-24.57745995030287
2021-06-02,2634.61,2804.04,2551.03,2707.22,3026897.821,2021-06-03,8165015125.37414,3628070,1497245.448,4039000743.15122,ETHUSDT,23,48.30866694169486,2885.6888,-22.228223086602057
2021-06-03,2707.03,2892.23,2662.00,2858.34,3561113.235,2021-06-04,9987629061.44338,3961169,1761073.142,4939376330.32195,ETHUSDT,24,51.07229963406646,2894.1139999999996,-26.980153124177725
2021-06-04,2858.34,2861.53,2540.61,2689.21,4343826.882,2021-06-05,11593942225.54805,4514677,2145096.852,5724310646.12483,ETHUSDT,27,47.98050398245858,2897.5012,-31.537597918538907
2021-06-05,2689.41,2817.43,2550.77,2627.45,3876375.640,2021-06-06,10381974440.23042,4216220,1923355.981,5151771632.31928,ETHUSDT,24,46.86481386290631,2901.5044,-33.48783519351548
2021-06-06,2627.44,2744.00,2613.11,2711.4,2719341.885,2021-06-07,7316997901.78934,3156256,1372571.614,3693566169.91522,ETHUSDT,17,48.613944160888174,2909.3363999999997,-35.07043973648857
2021-06-07,2711.30,2849.65,2569.30,2592.96,4175255.701,2021-06-08,11416987186.62013,4541784,2065514.600,5651121426.14238,ETHUSDT,15,46.298322549412745,2916.4892000000004,-32.280836460789914
2021-06-08,2592.51,2621.27,2305.50,2506.19,6567894.086,2021-06-09,16237479290.57325,5951981,3267501.378,8077646681.31604,ETHUSDT,13,44.62142677178445,2923.3580000000006,-32.619338880748494
2021-06-09,2506.13,2627.38,2404.01,2610.2,5127988.288,2021-06-10,12928474320.41501,4862437,2585705.673,6519327843.36852,ETHUSDT,14,47.095016019712816,2928.9628,-36.0243530008652
2021-06-10,2610.20,2624.79,2423.36,2471.11,3151629.315,2021-06-11,7963220022.58071,3512649,1565308.759,3955721947.05576,ETHUSDT,21,44.24864633451271,2931.2070000000003,-32.279431512367836
2021-06-11,2471.05,2497.94,2320.00,2354.25,2932342.336,2021-06-12,7111141085.93231,3385342,1468403.158,3562014656.27138,ETHUSDT,21,41.95435751176222,2930.3132,-34.26434987532773
2021-06-12,2354.25,2452.79,2255.42,2370.59,3349184.786,2021-06-13,7889597212.00103,3729689,1684859.146,3968907637.81159,ETHUSDT,28,42.404045136858294,2930.3516000000004,-27.804713148453814
2021-06-13,2370.61,2548.00,2307.41,2508.71,2999871.755,2021-06-14,7188328606.18587,3487459,1525925.946,3657231436.44387,ETHUSDT,23,46.19830011204983,2936.215,-25.69757282272276
2021-06-14,2508.56,2608.53,2460.00,2579.82,2592645.352,2021-06-15,6555180132.71414,3222665,1290521.625,3262870612.83379,ETHUSDT,28,48.094173930211824,2941.3972000000003,5.601355721291216
2021-06-15,2579.80,2639.99,2506.81,2544.17,2609572.986,2021-06-16,6731794513.84064,3202340,1280299.567,3303651996.75057,ETHUSDT,38,47.19626031231275,2941.5956,-8.10028825106017
2021-06-16,2544.28,2557.54,2350.00,2366.84,2715755.789,2021-06-17,6669003234.20805,3397557,1311825.535,3222216656.98761,ETHUSDT,33,42.90524703232372,2935.5645999999997,-2.639643604921414
